"","Code","Feature","Loading","SHORT_TITLE"
"110","1977",,"-6.26566552049582e-06","Second malig neo liver"
"111","34982",,"0.0321881070845919","Toxic encephalopathy"
"112","99859",,"0.000261401365481286","Other postop infection"
"113","5845",,"0.0724667391776235","Ac kidny fail, tubr necr"
"114","4168",,"0.00242355086076972","Chr pulmon heart dis NEC"
"115","25060",,"0.0273813789184601","DMII neuro nt st uncntrl"
"116","3572",,"0.0334887369538053","Neuropathy in diabetes"
"117","430",,"-4.87416882984431e-05","Subarachnoid hemorrhage"
"118","3659",,"0.000782713058913467","Glaucoma NOS"
"119","43491",,"-2.3822265075597e-05","Crbl art ocl NOS w infrc"
"120","30390",,"-4.32798759539797e-05","Alcoh dep NEC/NOS-unspec"
"121","5761",,"0.00898146598108245","Cholangitis"
"122","2874",,"0.0104307643042348",
"123","42830",,"0.0170780322098703","Diastolc hrt failure NOS"
"124","3970",,"0.000343398077483178","Tricuspid valve disease"
"125","41519",,"0.0122535285879407","Pulm embol/infarct NEC"
"126","4414",,"0.000812631559450497","Abdom aortic aneurysm"
"127","56400",,"0.0217833001512953","Constipation NOS"
"128","79092",,"0.000876840864884431","Abnrml coagultion prfile"
"129","7850",,"0.000373293631984969","Tachycardia NOS"
"130","7843",,"-2.78168319796182e-05","Aphasia"
"131","49320",,"0.000192308415508479","Chronic obst asthma NOS"
"132","04104",,"0.0163759615422507","Enterococcus group d"
"133","78791",,"0.0423810389702663","Diarrhea"
"134","2869",,"0.0305678534401638","Coagulat defect NEC/NOS"
"135","32723",,"0.00239242458367161","Obstructive sleep apnea"
"136","5853",,"0.032513179562918","Chr kidney dis stage III"
"137","42823",,"0.00126626242387536","Ac on chr syst hrt fail"
"138","78552",,"0.151858991465281","Septic shock"
"139","29680",,"0.0114598647985842","Bipolar disorder NOS"
"140","5997",,"0.00558111011994559",
"141","5789",,"0.00292172407616488","Gastrointest hemorr NOS"
"142","2800",,"0.0112069074775253","Chr blood loss anemia"
"143","27652",,"0.0382195982671423","Hypovolemia"
"144","29410",,"0.00955859889427828","Dementia w/o behav dist"
"145","3310",,"0.00908182903689586","Alzheimer's disease"
"146","5723",,"0.0122584703107349","Portal hypertension"
"147","570",,"0.0175164227230317","Acute necrosis of liver"
"148","27800",,"0.00110981228159184","Obesity NOS"
"149","00845",,"0.0339677137790723","Int inf clstrdium dfcile"
"150","2930",,"0.0404146302722165","Delirium d/t other cond"
"151","5770",,"0.0385908001987915","Acute pancreatitis"
"152","25040",,"0.00766115737007648","DMII renl nt st uncntrld"
"153","07070",,"-0.00050757204528374","Hpt C w/o hepat coma NOS"
"154","51889",,"0.00988817167304148","Other lung disease NEC"
"155","51882",,"0.00796536693693576","Other pulmonary insuff"
"156","1970",,"-7.35600402676195e-06","Secondary malig neo lung"
"157","5722",,"0.00578493772342673","Hepatic encephalopathy"
"158","42832",,"0.0013907127385249","Chr diastolic hrt fail"
"159","34830",,"-3.54968384781076e-05","Encephalopathy NOS"
"160","3004",,"-1.59179767723891e-05","Dysthymic disorder"
"161","99662",,"0.0101647464241473","React-oth vasc dev/graft"
"162","1985",,"-8.45432339231873e-06","Secondary malig neo bone"
"163","42821",,"0.000973531476240368","Ac systolic hrt failure"
"164","3484",,"-3.75100498070789e-05","Compression of brain"
"165","78009",,"0.0114598647985842","Other alter consciousnes"
"166","43411",,"-3.66573660634112e-05","Crbl emblsm w infrct"
"167","34290",,"-2.20207864097165e-05","Unsp hemiplga unspf side"
"168","34590",,"0.0110861475087692","Epilep NOS w/o intr epil"
"169","42833",,"0.00125275908527194","Ac on chr diast hrt fail"
"170","30391",,"-0.000102174651668181","Alcoh dep NEC/NOS-contin"
"171","29181",,"-0.000127321697302958","Alcohol withdrawal"
"172","79902",,"0.0339606846477393","Hypoxemia"
"173","56210",,"0.00131648540206969","Dvrtclo colon w/o hmrhg"
"174","36201",,"0.0127335607143371","Diabetic retinopathy NOS"
"175","42822",,"0.00113773322761158","Chr systolic hrt failure"
"176","28860",,"0.0240575344003729","Leukocytosis NOS"
"177","78959",,"0.00745873823440082","Ascites NEC"
"178","99731",,"0.0276842682809219","Ventltr assoc pneumonia"
"179","5715","Cluster 2","0.404715389921756","Cirrhosis of liver NOS"
"180","2875",,"-0.268792325654977","Thrombocytopenia NOS"
"181","07054",,"0.491123199450018","Chrnc hpt C wo hpat coma"
"182","5712",,"0.483570464532317","Alcohol cirrhosis liver"
"183","7895",,"0.130741755670864",
"184","5723",,"0.41308922818748","Portal hypertension"
"185","5722",,"0.194942386668776","Hepatic encephalopathy"
"186","78959",,"0.251346566284286","Ascites NEC"
"187","41071","Cluster 3","0.084539600243948","Subendo infarct, initial"
"188","4275",,"0.00385351960365999","Cardiac arrest"
"189","5849",,"-0.0486725533714112","Acute kidney failure NOS"
"190","2639",,"-0.00293640297815599","Protein-cal malnutr NOS"
"191","4280",,"0.196931154004814","CHF NOS"
"192","78559",,"-0.00107605531352559","Shock w/o trauma NEC"
"193","0389",,"-0.0137006010222661","Septicemia NOS"
"194","6826",,"-5.15103517182574e-06","Cellulitis of leg"
"195","4254",,"0.0135645967647935","Prim cardiomyopathy NEC"
"196","7907",,"-0.0028038508573666","Bacteremia"
"197","2763",,"-0.00254145912109989","Alkalosis"
"198","5715",,"-0.000967210636002306","Cirrhosis of liver NOS"
"199","04111",,"-0.000772393090797922","Mth sus Stph aur els/NOS"
"200","2766",,"-0.000991018839377277",
"201","40391",,"-0.00232524142665695","Hyp kid NOS w cr kid V"
"202","2859",,"-0.0164654502727867","Anemia NOS"
"203","2767",,"-0.00655667076133935","Hyperpotassemia"
"204","5070",,"-0.0110398739961623","Food/vomit pneumonitis"
"205","431",,"1.33678057250811e-05","Intracerebral hemorrhage"
"206","2765",,"-0.001840929429621",
"207","4019",,"0.647440046121603","Hypertension NOS"
"208","9971",,"0.0586504705946636","Surg compl-heart"
"209","99811",,"-0.000418308601196474","Hemorrhage complic proc"
"210","4111",,"0.106560821029558","Intermed coronary synd"
"211","41401",,"0.515244735926744","Crnry athrscl natve vssl"
"212","25000",,"0.229646264580192","DMII wo cmp nt st uncntr"
"213","2720",,"0.171065592292592","Pure hypercholesterolem"
"214","2724",,"0.255172758621451","Hyperlipidemia NEC/NOS"
"215","45829",,"0.0368463092873627","Iatrogenc hypotnsion NEC"
"216","78057",,"0.0065804298767215","Sleep apnea NOS"
"217","78039",,"5.46027072951675e-05","Convulsions NEC"
"218","2948",,"-0.00219458740504064","Mental disor NEC oth dis"
"219","73300",,"-0.000603748898025877","Osteoporosis NOS"
"220","5990",,"-0.0203115438982689","Urin tract infection NOS"
"221","28521",,"-0.000942322021510334","Anemia in chr kidney dis"
"222","2749",,"0.0286349598624676","Gout NOS"
"223","5781",,"-0.000124801846860595","Blood in stool"
"224","4271",,"0.0297501468717966","Parox ventric tachycard"
"225","42731",,"0.251777139365552","Atrial fibrillation"
"226","78551",,"0.00323627248589913","Cardiogenic shock"
"227","60000",,"0.0266270720205846","BPH w/o urinary obs/LUTS"
"228","4241",,"0.0684931200830728","Aortic valve disorder"
"229","41041",,"0.0201674458293127","AMI inferior wall, init"
"230","53081",,"0.0901034291652408","Esophageal reflux"
"231","5939",,"0.0115100452147032","Renal & ureteral dis NOS"
"232","412",,"0.0844912821425889","Old myocardial infarct"
"233","496",,"0.0436380510042425","Chr airway obstruct NEC"
"234","486",,"-0.0123180313023793","Pneumonia, organism NOS"
"235","27801",,"0.00912890635761556","Morbid obesity"
"236","4538",,"-0.000255391497968375",
"237","4928",,"0.000542955767777427","Emphysema NEC"
"238","49390",,"2.43014313045083e-05","Asthma NOS"
"239","4260",,"0.00669040817690557","Atriovent block complete"
"240","2875",,"-0.00824870483195092","Thrombocytopenia NOS"
"241","42732",,"0.0157386954286039","Atrial flutter"
"242","71590",,"0.016027196752199","Osteoarthros NOS-unspec"
"243","2449",,"-0.00633485295321658","Hypothyroidism NOS"
"244","3051",,"0.00157018296605281","Tobacco use disorder"
"245","42789",,"-0.00283029512455019","Cardiac dysrhythmias NEC"
"246","2851",,"-0.00272786208891175","Ac posthemorrhag anemia"
"247","99592",,"-0.0158385403019205","Severe sepsis"
"248","9974",,"-3.20059116736066e-05",
"249","5601",,"-4.08806093835494e-05","Paralytic ileus"
"250","41400",,"-0.00134040925818514","Cor ath unsp vsl ntv/gft"
"251","9982",,"-8.9633448997695e-05","Accidental op laceration"
"252","70703",,"-0.0023222901866262","Pressure ulcer, low back"
"253","5185",,"-0.000212330413496507",
"254","5121",,"0.00522099785917368","Iatrogenic pneumothorax"
"255","48241",,"-0.000315734069501108","Meth sus pneum d/t Staph"
"256","78820",,"-0.00160559100231113","Retention urine NOS"
"257","3485",,"7.75839742911914e-06","Cerebral edema"
"258","42741",,"0.00285546090042478","Ventricular fibrillation"
"259","5180",,"-0.00365258526309603","Pulmonary collapse"
"260","4139",,"0.0581599311824605","Angina pectoris NEC/NOS"
"261","4439",,"0.0315816143666548","Periph vascular dis NOS"
"262","2809",,"-0.001687285105738","Iron defic anemia NOS"
"263","311",,"-0.00467397118609716","Depressive disorder NEC"
"264","40390",,"-0.0174097884391059","Hy kid NOS w cr kid I-IV"
"265","07054",,"-0.001173712672966","Chrnc hpt C wo hpat coma"
"266","5712",,"-0.00115566274028437","Alcohol cirrhosis liver"
"267","43310",,"0.0175551909108289","Ocl crtd art wo infrct"
"268","2761",,"-0.0072591155100482","Hyposmolality"
"269","1983",,"7.64284019142073e-07","Sec mal neo brain/spine"
"270","4589",,"-0.00272521607479516","Hypotension NOS"
"271","0414",,"-0.00311136015803697",
"272","28529",,"-0.0029450406831609","Anemia-other chronic dis"
"273","5856",,"-0.00148060955773015","End stage renal disease"
"274","6930",,"-0.00172795219210644","Drug dermatitis NOS"
"275","99591",,"-0.0028415768714806","Sepsis"
"276","7140",,"0.00344547964821914","Rheumatoid arthritis"
"277","4148",,"0.0138703462742699","Chr ischemic hrt dis NEC"
"278","7895",,"-0.000312453689193589",
"279","1120",,"-0.00115955791862026","Thrush"
"280","30500",,"8.92121517157872e-05","Alcohol abuse-unspec"
"281","2768",,"-0.00312731821701013","Hypopotassemia"
"282","5859",,"-0.0173258152895724","Chronic kidney dis NOS"
"283","2762",,"-0.01341872324042","Acidosis"
"284","5533",,"-6.94451713612256e-05","Diaphragmatic hernia"
"285","41011",,"0.00386333411392311","AMI anterior wall, init"
"286","4412",,"0.00782462890255942","Thoracic aortic aneurysm"
"287","30000",,"-0.000628630162769961","Anxiety state NOS"
"288","4240",,"0.0478114007591827","Mitral valve disorder"
"289","5119",,"-0.00399586372746382","Pleural effusion NOS"
"290","51881",,"-0.0336473179472174","Acute respiratry failure"
"291","99812",,"-0.000182637340580262","Hematoma complic proc"
"292","27651",,"-0.00352661828095555","Dehydration"
"293","2760",,"-0.00803306726738948","Hyperosmolality"
"294","49121",,"-0.00222902314884618","Obs chr bronc w(ac) exac"
"295","3314",,"1.86742800696076e-06","Obstructiv hydrocephalus"
"296","1977",,"5.0459871738508e-07","Second malig neo liver"
"297","34982",,"-0.00259223501427082","Toxic encephalopathy"
"298","99859",,"-2.10516813119204e-05","Other postop infection"
"299","5845",,"-0.00583603186644639","Ac kidny fail, tubr necr"
"300","4168",,"0.0300935348075892","Chr pulmon heart dis NEC"
"301","25060",,"-0.00220513026705526","DMII neuro nt st uncntrl"
"302","3572",,"-0.00269697985927587","Neuropathy in diabetes"
"303","430",,"3.92536009433065e-06","Subarachnoid hemorrhage"
"304","3659",,"0.00971904615828285","Glaucoma NOS"
"305","43491",,"1.9185008141645e-06","Crbl art ocl NOS w infrc"
"306","30390",,"3.48549883863501e-06","Alcoh dep NEC/NOS-unspec"
"307","5761",,"-0.00072331282279066","Cholangitis"
"308","2874",,"-0.000840030523819989",
"309","42830",,"-0.00137536118395923","Diastolc hrt failure NOS"
"310","3970",,"0.00426401696984281","Tricuspid valve disease"
"311","41519",,"-0.000986824909291838","Pulm embol/infarct NEC"
"312","4414",,"0.0100905479294551","Abdom aortic aneurysm"
"313","56400",,"-0.00175429493974776","Constipation NOS"
"314","79092",,"-7.06154476845576e-05","Abnrml coagultion prfile"
"315","7850",,"-3.00628061442909e-05","Tachycardia NOS"
"316","7843",,"2.24019901680307e-06","Aphasia"
"317","49320",,"0.00238791769942832","Chronic obst asthma NOS"
"318","04104",,"-0.00131882066847277","Enterococcus group d"
"319","78791",,"-0.00341311195688454","Diarrhea"
"320","2869",,"-0.00246174960802906","Coagulat defect NEC/NOS"
"321","32723",,"0.0297070359234746","Obstructive sleep apnea"
"322","5853",,"-0.00261841438102508","Chr kidney dis stage III"
"323","42823",,"0.0157233392314007","Ac on chr syst hrt fail"
"324","78552",,"-0.0122298025750198","Septic shock"
"325","29680",,"-0.000922908039035318","Bipolar disorder NOS"
"326","5997",,"-0.00044946877532757",
"327","5789",,"-0.0002352979450568","Gastrointest hemorr NOS"
"328","2800",,"-0.000902536389871802","Chr blood loss anemia"
"329","27652",,"-0.00307797475008639","Hypovolemia"
"330","29410",,"-0.000769791608931847","Dementia w/o behav dist"
"331","3310",,"-0.000731395454886266","Alzheimer's disease"
"332","5723",,"-0.000987222885688037","Portal hypertension"
"333","570",,"-0.00141066649828401","Acute necrosis of liver"
"334","27800",,"0.0137806782051056","Obesity NOS"
"335","00845",,"-0.00273555374913583","Int inf clstrdium dfcile"
"336","2930",,"-0.00325474932108073","Delirium d/t other cond"
"337","5770",,"-0.00310786910336592","Acute pancreatitis"
"338","25040",,"-0.00061698317121785","DMII renl nt st uncntrld"
"339","07070",,"4.08767755305313e-05","Hpt C w/o hepat coma NOS"
"340","51889",,"-0.000796333402601641","Other lung disease NEC"
"341","51882",,"-0.000641482365557435","Other pulmonary insuff"
"342","1970",,"5.92407970843908e-07","Secondary malig neo lung"
"343","5722",,"-0.000465883814870906","Hepatic encephalopathy"
"344","42832",,"0.0172686543870859","Chr diastolic hrt fail"
"345","34830",,"2.85870018255636e-06","Encephalopathy NOS"
"346","3004",,"1.28193735149741e-06","Dysthymic disorder"
"347","99662",,"-0.000818607056407863","React-oth vasc dev/graft"
"348","1985",,"6.80859954328544e-07","Secondary malig neo bone"
"349","42821",,"0.0120884623635332","Ac systolic hrt failure"
"350","3484",,"3.02083201852829e-06","Compression of brain"
"351","78009",,"-0.000922908039035318","Other alter consciousnes"
"352","43411",,"2.95216203894154e-06","Crbl emblsm w infrct"
"353","34290",,"1.77342064331491e-06","Unsp hemiplga unspf side"
"354","34590",,"-0.000892811114057696","Epilep NOS w/o intr epil"
"355","42833",,"0.015555666583445","Ac on chr diast hrt fail"
"356","30391",,"8.22852704351692e-06","Alcoh dep NEC/NOS-contin"
"357","29181",,"1.02537176528504e-05","Alcohol withdrawal"
"358","79902",,"-0.00273498766551018","Hypoxemia"
"359","56210",,"-0.000106021753502089","Dvrtclo colon w/o hmrhg"
"360","36201",,"-0.00102548378670732","Diabetic retinopathy NOS"
"361","42822",,"0.0141273760914619","Chr systolic hrt failure"
"362","28860",,"-0.00193744797933532","Leukocytosis NOS"
"363","78959",,"-0.000600681561133171","Ascites NEC"
"364","99731",,"-0.00222952314013599","Ventltr assoc pneumonia"
"365","5849","Cluster 4","-0.0365260618078314","Acute kidney failure NOS"
"366","2639",,"-0.00220360817839946","Protein-cal malnutr NOS"
"367","0389",,"-0.0102815440136261","Septicemia NOS"
"368","2763",,"-0.0019072246370764","Alkalosis"
"369","5715",,"-0.000725838137198756","Cirrhosis of liver NOS"
"370","40391",,"0.494247199847213","Hyp kid NOS w cr kid V"
"371","2859",,"-0.012356410598973","Anemia NOS"
"372","2767",,"-0.00492041910468069","Hyperpotassemia"
"373","5070",,"-0.0082848154042263","Food/vomit pneumonitis"
"374","5990",,"-0.0152426913414496","Urin tract infection NOS"
"375","28521",,"0.200297489605393","Anemia in chr kidney dis"
"376","486",,"-0.00924400183545301","Pneumonia, organism NOS"
"377","2875",,"-0.006190197178013","Thrombocytopenia NOS"
"378","99592",,"-0.011885949306978","Severe sepsis"
"379","70703",,"-0.00174275046236329","Pressure ulcer, low back"
"380","40390",,"-0.0130650842115377","Hy kid NOS w cr kid I-IV"
"381","07054",,"-0.000880806505264878","Chrnc hpt C wo hpat coma"
"382","5712",,"-0.000867261028171753","Alcohol cirrhosis liver"
"383","2761",,"-0.00544756507362417","Hyposmolality"
"384","0414",,"-0.00233490387429796",
"385","28529",,"-0.00221009029871231","Anemia-other chronic dis"
"386","5856",,"0.314714472048287","End stage renal disease"
"387","99591",,"-0.00213244642514211","Sepsis"
"388","7895",,"-0.000234479228498283",
"389","5859",,"-0.0130020670029139","Chronic kidney dis NOS"
"390","2762",,"-0.0100700103140604","Acidosis"
"391","51881",,"-0.0252504528708309","Acute respiratry failure"
"392","27651",,"-0.00264653214964621","Dehydration"
"393","2760",,"-0.00602837310128627","Hyperosmolality"
"394","49121",,"-0.00167275870416252","Obs chr bronc w(ac) exac"
"395","34982",,"-0.00194532913917961","Toxic encephalopathy"
"396","5845",,"-0.00437961943437926","Ac kidny fail, tubr necr"
"397","25060",,"0.468716687779532","DMII neuro nt st uncntrl"
"398","3572",,"0.573262943026041","Neuropathy in diabetes"
"399","5761",,"-0.000542806305435515","Cholangitis"
"400","04104",,"-0.000989702037665779","Enterococcus group d"
"401","78791",,"-0.00256135192544551","Diarrhea"
"402","2869",,"-0.00184740705202224","Coagulat defect NEC/NOS"
"403","5853",,"-0.00196497530733641","Chr kidney dis stage III"
"404","78552",,"-0.00917779105082106","Septic shock"
"405","27652",,"-0.00230984997040726","Hypovolemia"
"406","5723",,"-0.000740856224771785","Portal hypertension"
"407","570",,"-0.00105862725781762","Acute necrosis of liver"
"408","00845",,"-0.00205288193033796","Int inf clstrdium dfcile"
"409","2930",,"-0.00244250951791283","Delirium d/t other cond"
"410","5770",,"-0.00233228403067242","Acute pancreatitis"
"411","25040",,"0.131144319566721","DMII renl nt st uncntrld"
"412","5722",,"-0.000349620059736546","Hepatic encephalopathy"
"413","79902",,"-0.00205245711585697","Hypoxemia"
"414","36201",,"0.217974135613742","Diabetic retinopathy NOS"
"415","78959",,"-0.000450778319792487","Ascites NEC"
"416","99731",,"-0.00167313391999752","Ventltr assoc pneumonia"
"417","5849","Cluster 5","-0.00803878219039392","Acute kidney failure NOS"
"418","2639",,"-0.000484977720081662","Protein-cal malnutr NOS"
"419","78559",,"-0.000177721810159421","Shock w/o trauma NEC"
"420","0389",,"-0.00226279781656527","Septicemia NOS"
"421","7907",,"-0.000463085348424692","Bacteremia"
"422","2763",,"-0.00041974860378523","Alkalosis"
"423","5715",,"-0.000159744971169354","Cirrhosis of liver NOS"
"424","04111",,"-0.00012756881224022","Mth sus Stph aur els/NOS"
"425","2766",,"-0.000163677145424021",
"426","40391",,"-0.000384037985974148","Hyp kid NOS w cr kid V"
"427","2859",,"-0.00271944164095242","Anemia NOS"
"428","2767",,"-0.00108290287839081","Hyperpotassemia"
"429","5070",,"-0.0018233508685548","Food/vomit pneumonitis"
"430","2765",,"-0.000304048784942146",
"431","2948",,"-0.000362459105284288","Mental disor NEC oth dis"
"432","73300",,"-9.97154567151004e-05","Osteoporosis NOS"
"433","5990",,"-0.00335466430336721","Urin tract infection NOS"
"434","28521",,"-0.000155634355697942","Anemia in chr kidney dis"
"435","486",,"-0.00203445194047379","Pneumonia, organism NOS"
"436","2875",,"-0.0013623600346361","Thrombocytopenia NOS"
"437","2449",,"-0.00104626734312635","Hypothyroidism NOS"
"438","42789",,"-0.000467452896238576","Cardiac dysrhythmias NEC"
"439","99592",,"-0.00261590089037121","Severe sepsis"
"440","41400",,"-0.000221382634075387","Cor ath unsp vsl ntv/gft"
"441","70703",,"-0.000383550557759366","Pressure ulcer, low back"
"442","48241",,"-5.21467899051485e-05","Meth sus pneum d/t Staph"
"443","78820",,"-0.000265180177747088","Retention urine NOS"
"444","5180",,"-0.000603262728745976","Pulmonary collapse"
"445","2809",,"-0.000278672814935788","Iron defic anemia NOS"
"446","311",,"-0.000771955316223074","Depressive disorder NEC"
"447","40390",,"-0.00287540898409112","Hy kid NOS w cr kid I-IV"
"448","07054",,"-0.000193850946345064","Chrnc hpt C wo hpat coma"
"449","5712",,"-0.000190869810831756","Alcohol cirrhosis liver"
"450","2761",,"-0.00119891898900178","Hyposmolality"
"451","4589",,"-0.000450097990131462","Hypotension NOS"
"452","0414",,"-0.00051387373157661",
"453","28529",,"-0.000486404327570886","Anemia-other chronic dis"
"454","5856",,"-0.00024453818259305","End stage renal disease"
"455","6930",,"-0.000285389410367699","Drug dermatitis NOS"
"456","99591",,"-0.000469316194956615","Sepsis"
"457","7895",,"-5.16050007248567e-05",
"458","1120",,"-0.000191513140348415","Thrush"
"459","2768",,"-0.000516509372227879","Hypopotassemia"
"460","5859",,"-0.0028615399385576","Chronic kidney dis NOS"
"461","2762",,"-0.00221624274731955","Acidosis"
"462","30000",,"-0.000103824858298637","Anxiety state NOS"
"463","5119",,"-0.000659958764079236","Pleural effusion NOS"
"464","51881",,"-0.00555720712255641","Acute respiratry failure"
"465","27651",,"-0.00058245796173732","Dehydration"
"466","2760",,"-0.00132674523135367","Hyperosmolality"
"467","49121",,"-0.000368146529198638","Obs chr bronc w(ac) exac"
"468","34982",,"-0.000428134774582746","Toxic encephalopathy"
"469","5845",,"-0.000963881813895484","Ac kidny fail, tubr necr"
"470","25060",,"-0.000364200369416296","DMII neuro nt st uncntrl"
"471","3572",,"-0.000445434483273532","Neuropathy in diabetes"
"472","5761",,"-0.000119462691705597","Cholangitis"
"473","2874",,"-0.000138739843022861",
